"","index","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","day","time","premium"
"15768","0_438de5dd-8df4-456e-a2a7-e429a60293f5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Sunday","afternoon","1"
"15769","0_438f7fde-fb74-4cc5-ad97-387f14d69ef7","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","Sunday","afternoon","0"
"15770","0_43900c51-ef0d-4752-90db-fad2abcb2faa","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15771","0_43949d19-aba7-4fa5-9b1b-419007258227","0","0","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","Saturday","evening","1"
"15772","0_4394a85a-618a-44c7-ab02-285aab1021b6","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Saturday","latenight","1"
"15773","0_439781cc-f33c-4ad6-b877-e4cfc8adbeef","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","1","1","Sunday","afternoon","1"
"15774","0_43981294-5868-4c32-8f9a-f3c9ba280662","0","0","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15775","0_439ab9c5-7e51-40c1-be17-fc9bbc6807f2","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","evening","1"
"15776","0_439b755c-bfad-4e75-89b0-f6a3cfb82691","0","1","1","1","1","0","1","1","0","1","0","0","1","1","1","0","0","0","1","1","Sunday","morning","1"
"15777","0_439bb80e-ee3b-4041-a646-5eef8984cd04","0","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15778","0_439c5045-c905-4b07-bd3f-027c8b7b697e","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15779","0_439dc3e1-8e90-4ef7-8281-55217690d171","0","1","1","1","1","1","0","1","0","0","1","1","0","1","1","1","0","1","1","1","Saturday","evening","1"
"15780","0_439f8947-99bd-43e0-9d6c-311b521dcf7d","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"15781","0_439ff32a-e026-44e5-8d07-4066050d58b8","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","Saturday","latenight","1"
"15782","0_43a06286-7aba-41c8-903a-6e29a912928e","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15783","0_43a07585-1bee-471b-a98c-715a03ff9fc7","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15784","0_43a078ca-fa6e-44e4-8e27-334b00d9fdaf","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","Sunday","morning","0"
"15785","0_43a1a3ca-0bb3-4b71-91b9-2cc0a271b069","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","Saturday","latenight","1"
"15786","0_43a1d5e3-71c6-4f10-8e93-5a28df955fcc","0","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","Sunday","morning","1"
"15787","0_43a22a89-bea2-4e6d-b567-6a63c2bc8d55","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","Sunday","evening","1"
"15788","0_43a2e358-ce49-40db-9028-fb41bb112bc7","0","1","1","0","1","1","0","1","1","0","0","0","1","0","1","1","1","1","1","1","Sunday","afternoon","1"
"15789","0_43a4dcea-f857-47cb-85d3-47a71145335a","0","1","1","1","0","1","0","0","1","0","1","0","0","1","1","1","1","1","1","1","Sunday","evening","1"
"15790","0_43a536db-ccde-4da0-9a56-8a15938650c6","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"15791","0_43a55762-1f29-423f-b196-fd3fae06483f","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","Saturday","afternoon","1"
"15792","0_43a5b275-8d72-4bdf-bd22-e7f6e7bdfaa6","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Sunday","evening","1"
"15793","0_43a5bd99-0a08-4877-ae9a-d652d9c5f5a8","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","0"
"15794","0_43a62e00-c005-42fd-889c-067f49f1189f","0","1","1","1","1","1","0","1","1","1","0","0","1","0","1","1","1","1","1","1","Sunday","evening","1"
"15795","0_43a6ce38-25ea-427d-9e9c-fbdc648f1f47","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","Saturday","latenight","1"
"15796","0_43a707e5-35a3-42a6-8ba9-f14b0136f16b","0","0","1","1","1","0","0","1","1","1","0","1","0","1","1","1","0","0","1","1","Sunday","afternoon","1"
"15797","0_43a766f8-f749-451d-ae45-9d5f0c3c7660","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","Sunday","afternoon","1"
"15798","0_43a97402-74cd-485f-ba5c-994d4e17fcc4","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"15799","0_43aa9948-d14b-4e79-b4cd-c46deffa9920","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","Sunday","morning","1"
"15800","0_43ab52cf-c946-456c-a3e3-9edcd1a9153c","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15801","0_43abb384-3273-40e5-b2d4-0096533cc007","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15802","0_43ac0235-81dc-4be1-89c9-7cb96905f6ce","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","Sunday","morning","1"
"15803","0_43ac8caa-a2fd-4884-94b4-358f1251b132","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","Sunday","afternoon","0"
"15804","0_43acbbc9-c5ff-43b3-b594-27bf7a9ba5c5","0","0","1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","0","Sunday","afternoon","0"
"15805","0_43acf083-7581-4258-b6b2-a031ee84a724","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15806","0_43acf22e-080d-4f6e-a66e-9f1b624602e1","0","0","1","0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","Saturday","latenight","1"
"15807","0_43ad5a15-d1d9-49bb-95d7-b621ed3e41c0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","Sunday","afternoon","0"
"15808","0_43aeb9ec-9608-4394-8200-01d6238d1cfc","0","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1","1","0","0","1","Saturday","evening","1"
"15809","0_43afed6f-8bfa-4d6c-ac5f-988f08d886dd","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"15810","0_43b49b37-81e5-4829-a182-551335f4126f","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15811","0_43b4fbc9-f98a-420e-aaeb-165c37446c57","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","Sunday","afternoon","1"
"15812","0_43b69161-2a55-43f7-a910-fd02861b1c39","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"15813","0_43b6c7d3-e216-4a47-945a-1054401c5b44","0","1","0","1","1","1","0","1","0","0","1","0","1","0","1","1","1","1","0","1","Sunday","afternoon","1"
"15814","0_43b6ecaa-68aa-4be0-ba0a-d1ba4b7a603d","0","1","1","1","0","1","0","1","1","0","0","1","1","0","1","0","1","1","1","1","Sunday","afternoon","1"
"15815","0_43bd29b1-b6c8-4f28-904a-b66dff0d0411","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","Sunday","afternoon","1"
"15816","0_43bede41-5ce6-4dd2-9192-54755729518a","0","1","1","0","0","1","0","0","1","1","1","0","0","1","1","0","1","1","1","1","Sunday","evening","1"
"15817","0_43bf4ed2-366b-43d3-a596-53cd248cb222","0","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","1","1","Saturday","evening","1"
"15818","0_43bfca5d-4b35-4364-a401-22caf96e073b","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","Sunday","morning","1"
"15819","0_43c19377-21f6-472c-b435-02bfcd1a115d","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","Sunday","evening","1"
"15820","0_43c239b6-b679-42ac-ba6e-5535f564f344","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15821","0_43c2c0b3-ac3b-4e7a-b5ca-fe81a88d8a9b","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","1","0","Saturday","latenight","0"
"15822","0_43c3d588-2ca1-4aa5-8cb7-4484ea64291d","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","Sunday","evening","0"
"15823","0_43c43335-98a8-4f6a-9068-38b5aa5ce1f9","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","Saturday","latenight","0"
"15824","0_43c5f445-4d4f-4328-89ba-185caaba2401","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15825","0_43c6268b-5c7e-4d84-85bb-c043e6666cde","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","Saturday","latenight","1"
"15826","0_43c6cc65-72be-40df-9aab-7fdbdf9f88aa","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","Saturday","latenight","1"
"15827","0_43c7aee2-12ae-48bc-8671-7ce9493ad271","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15828","0_43c9108e-64d4-48d1-99de-aef49cf86e75","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","Sunday","evening","1"
"15829","0_43c9edf0-6d8a-4535-bd66-b994a7416cc2","0","1","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","Sunday","morning","1"
"15830","0_43ca6aff-4e2d-47de-a9f0-27c888192ecf","0","0","0","1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","1","1","Sunday","evening","1"
"15831","0_43cb0e29-885d-40e6-bfdd-1812485b328a","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","0"
"15832","0_43cc46cd-cbbe-452e-9eeb-dce149c63ecc","0","1","1","1","0","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","Sunday","evening","1"
"15833","0_43ccf25c-008f-4bce-ac41-61e2b03dc925","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15834","0_43cd181b-f42c-409d-98d2-d165fab6f241","0","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","0","1","Sunday","afternoon","0"
"15835","0_43cf7e86-19d2-47bf-903a-6f34b9be9f7b","0","1","1","1","1","1","0","1","0","1","0","0","0","0","1","1","1","0","1","0","Sunday","afternoon","0"
"15836","0_43d0b7a7-c0a5-4bd0-836c-91eb19864a40","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"15837","0_43d22fd4-9042-4540-981e-30c6b884a3fc","0","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","Saturday","latenight","1"
"15838","0_43d38044-e833-4bbc-9922-3fc3b6dfc9aa","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15839","0_43d3880a-43cc-4ed4-96e6-014e46b4455c","0","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","Sunday","afternoon","1"
"15840","0_43d4bc5f-199b-4884-9aa2-608fd9a86f2a","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"15841","0_43d96b9d-c34f-43e9-b201-4dfd96806c58","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15842","0_43db5999-4278-45a2-8933-60a508dfb88c","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15843","0_43dcb3eb-3abc-4c1a-9d39-68082df357b8","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","0"
"15844","0_43dcf3f9-2b50-499b-aae7-ec048a758659","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15845","0_43ddd163-171b-4ae0-9bbc-36de5b37f3f6","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","Saturday","evening","0"
"15846","0_43df3a22-5feb-4f64-a13e-322b9d73cda5","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","Sunday","morning","0"
"15847","0_43e00a99-1821-41ea-a0ed-529fcc25b532","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","Sunday","afternoon","1"
"15848","0_43e0a273-85c0-41af-abce-f5222022d132","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15849","0_43e0dbb5-2ff1-42a3-89e9-48210112e2f4","0","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15850","0_43e1be10-134c-4a2c-9dc1-fe026fa1cea5","0","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","1","0","1","0","Sunday","evening","1"
"15851","0_43e1d066-13f1-4712-8ce3-3e635cf61181","0","1","0","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","Sunday","morning","1"
"15852","0_43e4e7f4-e026-4560-a5f4-3aaf9c52e598","0","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","Sunday","evening","1"
"15853","0_43e60063-dc58-4b19-9932-aac190b8ff9d","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","Sunday","afternoon","0"
"15854","0_43e62bd2-40b6-49ec-b7a3-395f38dec5c8","0","1","0","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","0","1","Sunday","morning","1"
"15855","0_43e64a05-6353-46dd-866d-dcab95ae94df","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","Sunday","evening","1"
"15856","0_43e663b0-2c89-4856-9ccb-103c3b782cbf","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","1","1","1","Sunday","morning","1"
"15857","0_43e70731-5402-4ef4-a17e-9eedf7e7eccc","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","0"
"15858","0_43e7f8ec-612e-4787-8e14-003cdf55b9a4","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","0"
"15859","0_43e8f993-29ac-4940-a6e0-71002ef1a7d5","0","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","Sunday","evening","1"
"15860","0_43eab82d-e3ff-4318-8e71-d76130171c0b","0","1","1","1","1","0","1","0","1","0","1","1","0","1","0","0","0","1","1","0","Saturday","latenight","1"
"15861","0_43eb0d92-b1bf-468f-b2db-047e5b001e4a","0","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15862","0_43eb3572-ca9a-4f78-ade0-5b037c78907f","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15863","0_43eb3c68-9d5a-45c2-bc73-c55197b878a4","0","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15864","0_43eb3da6-9225-49f3-b5e0-ce2c0cd9e8b1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","0","1","Sunday","afternoon","1"
"15865","0_43eb45ba-f13e-43f5-ae6f-f57ea7c38288","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"15866","0_43ebe8ba-060b-434a-972d-f14b568c17d9","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15867","0_43ec4c24-ed53-4bb9-a2f2-19385226fcc7","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","Saturday","latenight","1"
"15868","0_43ecb972-3ad2-4727-97da-102016e13bb1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15869","0_43ed9506-7f56-413a-8e5b-e01c199ede4c","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","Sunday","evening","1"
"15870","0_43ee0cfe-5b56-4650-a22b-71a2fb71a70e","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Sunday","afternoon","1"
"15871","0_43eff633-6e17-4748-96f8-a7d7da04b7be","0","1","1","1","1","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","Sunday","evening","1"
"15872","0_43f01eb6-0352-4667-bb70-db358bb7255d","0","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"15873","0_43f0bffa-9557-41b5-8d41-f9d01cca90a9","0","1","1","0","1","0","1","0","1","0","1","1","1","1","1","0","1","0","1","0","Sunday","afternoon","1"
"15874","0_43f11c3d-d777-4f50-bbc5-642ffe5087e6","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15875","0_43f260d8-6e10-4d66-85fa-86dcc48af7a5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"15876","0_43f3ae02-0493-45be-8de9-e9a290079a8f","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","Thursday","afternoon","1"
"15877","0_43f3e126-352a-47bc-ba71-df04edee36aa","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","Saturday","latenight","1"
"15878","0_43f4a743-8ef2-40a6-9643-a37fdad93c2e","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15879","0_43f5e21b-113c-4c30-aa61-049c65c10851","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"15880","0_43f5e928-a3bc-4f9c-8c83-d820d1b96ac2","0","0","1","0","1","0","1","1","1","1","1","0","1","0","1","0","1","0","0","0","Sunday","afternoon","0"
"15881","0_43f6728a-3962-4f6f-84e0-5211039bf1f4","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"15882","0_43f82425-37c4-4379-a61c-5e67a16cd24a","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","Sunday","evening","1"
"15883","0_43f8a99e-aa48-4cae-8d5e-3a20f698b97b","0","0","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15884","0_43fac0d1-56f8-473b-b47b-560d3d11a531","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","0"
"15885","0_43fb572d-7356-49d4-b129-47b86e1d6866","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","Saturday","evening","1"
"15886","0_43fd3f8f-86ba-4252-9459-0e00f13aec1a","0","1","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","0","1","0","Sunday","afternoon","1"
"15887","0_43fe2455-d134-4c66-8fd9-3d0105d28940","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15888","0_43fe5d96-da70-47c3-9c48-c83d8f004bf6","0","0","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15889","0_43fe924b-e075-49e2-bc22-5c8851e09a46","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","1","1","Sunday","afternoon","1"
"15890","0_44004188-2baa-4c60-8f52-0d6bf339301d","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15891","0_4400e48f-d649-432a-bd48-ecbc697e4f44","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15892","0_44014843-944c-45e2-86c2-35072830ca53","0","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","1","0","Sunday","morning","1"
"15893","0_44032fa3-9be5-4b80-a3b6-ba8799fcf44b","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"15894","0_44038139-5dae-4418-a7cf-7a458345d477","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"15895","0_4405212f-36b8-4304-abc8-88eb4334284f","0","1","1","1","0","1","1","1","1","0","1","1","0","1","0","1","0","1","1","1","Sunday","afternoon","0"
"15896","0_44062fdd-4cfb-4014-9588-71f7222743d1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15897","0_4406b5c6-f9db-43b5-818f-09756c08d9b3","0","1","1","0","1","1","0","0","1","1","1","0","1","1","1","1","0","1","1","1","Saturday","evening","1"
"15898","0_4409e176-85ab-42c6-a59f-4f71f3e581a7","0","0","1","1","1","1","1","0","1","1","0","0","1","1","0","1","1","0","1","1","Sunday","afternoon","1"
"15899","0_4409fcab-ca14-4cbc-b422-c91c16c20dc7","0","0","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","Saturday","evening","1"
"15900","0_440a08d1-6ee3-41ce-ba1a-2d61136941d5","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"15901","0_440b02fd-4fc1-4371-8e09-3d9da61c66e1","0","1","1","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","Sunday","afternoon","1"
"15902","0_440c0a7b-5130-44ce-85df-7b5b6d079904","0","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","1","1","0","1","Friday","morning","1"
"15903","0_440c1e09-e36f-45ea-be93-2d9680c853ff","0","1","1","0","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15904","0_440e4dd6-f523-4785-9c2b-38486e79728c","0","0","1","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1","1","0","Sunday","afternoon","1"
"15905","0_44112174-aba9-46ff-9cbf-e109051d8c0e","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","0","1","Sunday","afternoon","1"
"15906","0_44117312-ddca-432c-9e15-40e694670d03","0","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","0","1","1","Saturday","evening","1"
"15907","0_441411a6-235a-45b3-b9f9-db5eb68a0fcb","0","1","1","0","1","1","1","0","0","1","1","1","0","1","0","1","0","1","1","1","Sunday","afternoon","1"
"15908","0_4414dd03-6f45-40e5-a2da-76b9be4558e5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"15909","0_44150e5b-e24f-4da8-b70b-48da311a5a9a","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","Saturday","latenight","1"
"15910","0_4416c207-2231-4a37-8bfb-e9647786bf30","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"15911","0_44170164-b600-4b1b-8c72-53b07db2e000","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","Saturday","latenight","1"
"15912","0_441a14b0-b8f9-445a-906f-da5682aafa0d","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"15913","0_441aa8bb-01bd-48d8-bed2-9ef1e2673ba3","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Friday","evening","1"
"15914","0_441b1bbf-6756-4ce7-8300-fd322758797a","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"15915","0_441be938-e249-4f08-9b8c-db7ce15140de","0","1","0","1","1","0","0","1","1","0","1","1","0","0","1","1","1","1","1","1","Sunday","afternoon","1"
"15916","0_441c7a85-ba31-49f0-a514-658b1dee4f5b","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"15917","0_441cfa57-8ddb-4565-977f-b12dd5c3368b","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","Saturday","latenight","0"
"15918","0_441dc117-b2c1-4a2c-b5b9-b3e5add2360f","0","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","0","1","Sunday","afternoon","1"
"15919","0_441e23db-9004-4733-9a5f-69418974ebb1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"15920","0_4422124f-0ad7-4065-beff-498eb9a0b870","0","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","Sunday","evening","0"
"15921","0_44231ebc-cc12-4ade-abf5-391a797e1e34","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","Saturday","evening","1"
"15922","0_4423e562-9920-4163-80a2-8015e0db37be","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","Saturday","latenight","1"
"15923","0_44248933-b0a4-4d83-bd88-5923fedb295d","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","Saturday","evening","1"
"15924","0_44255f14-7e8a-4adb-bfbe-997184231cca","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","0","Sunday","afternoon","1"
"15925","0_4428b10f-d068-4c11-a613-ac2d3810a164","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15926","0_442b8a2b-0c19-4a17-89e7-ee4b1b3a2fd6","0","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","1","1","1","1","Sunday","evening","1"
"15927","0_442d2063-edfc-439e-9df0-65a13dddeff1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","Sunday","evening","1"
"15928","0_442da400-639a-439b-a0fb-b389026722d9","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"15929","0_442f523f-d65e-45c7-8047-593eec3d782a","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"15930","0_44300454-bcc7-44ff-8c33-baecc85d293d","0","1","0","0","1","0","1","1","0","1","1","1","1","1","0","0","1","1","1","0","Sunday","afternoon","1"
"15931","0_44312e2b-64fa-4b36-942a-ce53233e4650","0","1","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","Sunday","morning","1"
